,SOL,AMBIENT_TEMP_min,AMBIENT_TEMP_max,PRESSURE_min,PRESSURE_max,VOLUME_MIXING_RATIO_min,VOLUME_MIXING_RATIO_max,LOCAL_RELATIVE_HUMIDITY_min,LOCAL_RELATIVE_HUMIDITY_max,MARS_MONTH,MARS_YEAR,MARS_SOL_IN_MONTH
721,772,197.06,268.15,785.26,896.38,32.55,3297.73,0.58,6.91,14,1,2
722,773,202.99,283.08,793.5,899.97,27.84,5968.06,0.55,6.52,14,1,3
723,774,204.91,271.44,790.41,902.36,27.49,5506.77,0.76,7.86,14,1,4
724,775,204.06,267.9,794.72,906.43,25.62,4799.24,0.73,7.1,14,1,5
725,776,199.28,266.34,791.8,903.04,24.99,3911.94,0.75,7.06,14,1,6
726,777,200.49,265.9,800.48,901.95,30.02,3477.29,0.77,8.0,14,1,7
727,778,199.8,266.68,798.35,902.47,34.37,3677.22,0.69,7.47,14,1,8
728,779,205.79,265.33,799.46,905.66,36.3,3628.45,0.68,7.72,14,1,9
729,780,205.32,269.02,795.83,903.79,32.72,4081.73,0.6,7.9,14,1,10
730,781,204.55,274.47,803.69,898.35,31.51,5211.4,0.48,7.2,14,1,11
731,782,202.21,273.54,805.79,908.8,33.89,4593.02,0.49,8.84,14,1,12
732,783,201.32,272.5,812.33,912.97,35.86,7208.39,0.51,8.06,14,1,13
733,784,202.52,272.06,811.69,918.58,37.24,5818.09,0.69,8.59,14,1,14
734,785,206.15,267.43,809.04,916.74,34.56,4602.77,0.68,7.14,14,1,15
735,786,206.17,272.7,810.48,918.14,36.91,5950.43,0.6,7.65,14,1,16
736,787,208.36,272.78,811.65,919.12,41.44,5657.44,0.56,7.75,14,1,17
737,788,209.24,271.74,813.14,923.12,35.91,5494.08,0.53,7.11,14,1,18
738,789,206.47,269.33,815.69,926.72,32.85,4368.71,0.59,7.87,14,1,19
739,790,204.57,263.3,818.66,924.05,34.46,3826.78,0.64,7.74,14,1,20
740,791,206.86,270.06,818.79,927.22,33.86,4254.16,0.56,8.55,14,1,21
741,792,204.1,271.15,819.85,925.88,28.49,4480.62,0.5,8.33,14,1,22
742,793,204.73,280.93,822.01,932.39,31.47,6157.95,0.52,9.49,14,1,23
743,794,204.67,270.98,822.45,931.94,32.73,6008.87,0.71,9.09,14,1,24
744,795,200.46,272.24,825.75,933.34,36.37,6016.64,0.62,8.93,14,1,25
745,796,203.05,273.49,826.65,934.89,38.49,6037.08,0.54,8.52,14,1,26
746,797,202.72,274.8,825.71,937.32,35.87,5796.05,0.51,8.07,14,1,27
747,798,201.6,273.12,826.74,937.58,30.59,5327.76,0.49,7.47,14,1,28
748,799,206.66,267.79,827.04,938.64,33.21,3511.77,0.67,7.74,14,1,29
749,800,204.09,267.44,828.77,940.86,31.19,3083.52,0.67,8.44,14,1,30
750,801,202.7,270.17,832.91,941.15,38.88,3335.12,0.62,8.35,14,1,31
751,802,201.49,260.98,836.02,944.75,43.91,2794.81,0.69,10.04,14,1,32
752,803,199.0,276.96,838.85,946.46,31.12,4849.83,0.64,8.12,14,1,33
753,804,207.09,262.8,838.53,949.56,43.37,3806.35,0.9,10.96,14,1,34
754,805,206.15,265.56,841.23,946.87,32.26,3983.37,0.79,9.08,14,1,35
755,806,206.0,263.37,844.77,947.43,29.6,3263.47,0.8,8.52,14,1,36
756,807,199.51,264.88,849.72,948.95,24.87,2973.09,0.78,8.41,14,1,37
757,808,203.52,271.89,850.86,957.69,43.03,4482.57,0.57,9.98,14,1,38
758,809,205.78,271.84,852.51,956.99,35.37,4667.87,0.5,10.42,14,1,39
759,810,203.94,271.86,849.62,957.57,41.31,4438.5,0.48,9.36,14,1,40
760,811,206.84,272.51,846.23,954.47,29.63,4795.58,0.43,9.69,14,1,41
761,812,205.99,269.95,847.03,955.85,30.47,3856.97,0.45,7.91,14,1,42
762,813,201.76,273.78,849.3,951.58,31.64,7543.39,0.42,6.99,14,1,43
763,814,205.07,272.68,851.18,951.95,31.57,5559.02,0.67,9.18,14,1,44
764,815,206.55,273.48,850.74,960.52,37.98,6095.48,0.55,9.39,14,1,45
765,816,206.43,272.87,851.99,959.27,35.84,6254.8,0.54,10.59,14,1,46
766,817,205.71,271.76,852.87,957.33,35.37,5650.7,0.53,8.42,14,1,47
767,818,205.51,272.11,849.79,956.01,30.53,4701.51,0.57,8.83,14,1,48
768,819,200.64,271.73,854.94,955.69,39.52,4491.08,0.55,9.8,14,1,49
769,820,202.26,269.31,856.1,952.14,35.3,4327.24,0.5,9.12,14,1,50
770,821,205.75,270.97,860.81,955.94,33.94,4173.32,0.52,8.9,14,1,51
771,822,205.58,263.07,862.07,956.56,26.61,3635.99,0.54,8.99,14,1,52
772,823,205.42,269.83,865.0,961.35,31.09,4091.02,0.45,8.33,14,1,53
773,824,203.06,271.18,862.63,963.46,33.21,6383.58,0.48,6.81,14,1,54
774,825,204.28,268.72,861.24,957.95,21.98,5472.22,0.73,7.85,15,1,0
775,826,203.73,272.09,861.85,959.33,18.82,4711.14,0.7,9.91,15,1,1
776,827,204.45,271.83,858.03,957.37,22.52,4729.65,0.65,7.54,15,1,2
777,828,204.44,271.44,858.13,958.0,31.49,5263.64,0.55,8.49,15,1,3
778,829,204.18,270.15,856.22,963.26,33.27,4559.22,0.57,10.85,15,1,4
779,830,203.84,269.49,855.62,960.09,30.61,3981.95,0.6,10.49,15,1,5
780,831,200.24,267.94,852.49,959.37,32.28,3885.58,0.59,9.07,15,1,6
781,832,203.85,262.75,853.97,959.45,25.77,3868.3,0.55,8.88,15,1,7
782,833,205.36,263.45,853.81,956.67,22.5,3595.29,0.56,8.32,15,1,8
783,834,203.93,272.99,856.38,957.13,34.2,4227.02,0.41,11.23,15,1,9
784,835,205.8,273.64,856.45,960.75,35.65,5821.88,0.48,13.41,15,1,10
785,836,200.01,267.93,859.06,963.35,41.24,5608.59,0.7,12.27,15,1,11
786,837,198.1,265.76,862.61,966.11,37.03,3845.45,0.75,10.5,15,1,12
787,838,203.97,263.57,855.23,959.74,24.33,3980.88,0.66,8.07,15,1,13
788,839,204.08,265.39,858.65,959.72,28.18,3707.4,0.65,9.11,15,1,14
789,840,203.86,269.95,858.3,963.32,23.82,4169.61,0.53,7.48,15,1,15
790,841,205.58,266.6,856.54,958.63,29.52,3804.72,0.54,12.61,15,1,16
791,842,204.58,265.65,857.66,961.91,41.42,3495.99,0.54,11.98,15,1,17
792,843,197.77,269.74,853.84,958.85,31.48,3273.43,0.56,10.66,15,1,18
793,844,206.05,273.21,843.45,962.03,40.29,3554.58,0.49,8.68,15,1,19
794,845,206.78,277.5,846.62,959.12,30.84,6451.73,0.48,8.5,15,1,20
795,846,204.58,267.26,851.03,957.79,26.57,5148.3,0.74,9.09,15,1,21
796,847,206.06,269.52,850.06,956.58,35.04,5391.26,0.64,10.19,15,1,22
797,848,196.59,264.89,850.04,951.9,41.88,4155.42,0.67,11.61,15,1,23
798,849,199.62,264.73,853.11,956.01,40.24,3848.53,0.64,10.96,15,1,24
799,850,199.79,264.48,853.18,960.21,39.89,3494.47,0.64,9.21,15,1,25
800,851,205.14,260.89,856.54,957.84,28.12,3389.63,0.61,10.16,15,1,26
801,852,204.27,264.42,856.97,958.19,27.15,3154.03,0.61,8.96,15,1,27
802,853,203.45,266.6,858.98,959.15,23.58,3732.08,0.5,8.46,15,1,28
803,854,200.47,259.26,855.74,959.33,27.7,2140.23,0.76,9.8,15,1,29
804,855,202.99,270.47,852.39,957.16,26.15,5647.03,0.62,9.51,15,1,30
805,856,203.68,267.92,854.77,954.65,26.85,4509.26,0.78,10.49,15,1,31
806,857,202.92,263.68,854.94,952.79,23.75,4336.72,0.68,10.31,15,1,32
807,858,203.35,264.41,853.46,952.73,29.41,4696.69,0.59,11.6,15,1,33
808,859,203.41,269.27,849.01,953.51,31.4,3695.46,0.67,12.23,15,1,34
809,860,202.07,268.02,848.73,949.64,26.83,3684.2,0.6,11.46,15,1,35
810,861,199.12,264.83,850.58,948.04,31.76,3620.25,0.58,8.65,15,1,36
811,862,203.16,263.95,848.25,947.12,30.39,3410.08,0.56,11.0,15,1,37
812,863,202.15,267.14,846.56,945.55,30.85,4009.07,0.47,11.83,15,1,38
813,864,202.9,236.41,921.39,947.98,30.0,945.7,1.17,11.52,15,1,39
814,871,217.5,268.44,845.8,907.18,99.39,5696.3,0.5,4.3,15,1,46
815,872,199.01,262.66,845.83,936.51,27.88,4409.14,0.77,13.14,15,1,47
816,873,193.91,267.75,846.15,943.84,35.28,3734.94,0.74,14.44,15,1,48
817,874,197.16,267.13,843.67,936.21,28.24,3806.55,0.66,10.93,15,1,49
818,875,202.32,265.89,846.49,935.92,28.68,4167.05,0.57,11.53,15,1,50
819,876,202.71,265.65,841.96,935.01,23.38,4343.54,0.6,12.0,15,1,51
820,877,199.51,265.5,842.72,934.04,29.2,3804.45,0.65,12.46,15,1,52
821,878,200.85,267.53,842.63,933.63,28.48,3796.8,0.6,11.41,15,1,53
822,879,202.5,267.31,839.81,936.09,31.89,3332.46,0.64,12.0,15,1,54
823,880,203.64,264.51,840.99,935.47,29.64,3455.12,0.59,11.24,16,1,0
824,881,202.02,264.06,839.02,933.46,23.75,5945.59,0.66,11.45,16,1,1
825,882,201.48,267.29,841.66,932.29,22.64,5232.16,0.78,11.06,16,1,2
826,883,202.65,269.0,839.44,935.17,30.96,5180.42,0.68,12.58,16,1,3
827,884,201.63,267.58,837.51,930.41,28.93,4073.57,0.72,12.28,16,1,4
828,885,197.12,267.93,837.98,931.79,30.71,3939.61,0.67,10.5,16,1,5
829,886,201.51,267.79,838.49,929.33,23.28,3893.64,0.65,10.72,16,1,6
830,887,203.48,270.89,835.9,930.09,35.34,5356.25,0.46,14.79,16,1,7
831,888,202.56,273.85,830.94,926.43,25.13,5332.36,0.43,13.22,16,1,8
832,889,202.2,273.38,834.91,925.37,24.12,5308.63,0.41,12.34,16,1,9
833,890,196.82,271.5,829.6,923.8,31.14,4253.29,0.47,12.35,16,1,10
834,891,202.23,272.58,829.81,925.38,29.37,8915.56,0.45,9.51,16,1,11
835,892,200.55,269.32,832.29,923.78,30.52,6103.26,0.65,13.67,16,1,12
836,893,204.56,271.74,831.23,923.22,32.3,6110.04,0.56,10.63,16,1,13
837,894,202.2,269.84,832.85,920.44,22.87,5344.71,0.56,14.38,16,1,14
838,895,203.11,272.08,825.92,917.24,25.39,4868.1,0.56,12.68,16,1,15
839,896,202.41,269.78,829.21,919.47,25.03,4516.64,0.52,11.75,16,1,16
840,897,195.17,267.53,829.11,916.2,25.1,4524.18,0.47,12.35,16,1,17
841,898,198.42,271.0,828.19,914.0,29.44,4069.72,0.48,12.1,16,1,18
842,899,201.96,267.85,831.46,922.17,24.45,4250.09,0.4,13.34,16,1,19
843,900,203.48,269.1,826.35,917.7,31.77,4324.93,0.4,11.12,16,1,20
844,901,201.01,268.27,828.44,916.09,26.16,7432.91,0.44,11.59,16,1,21
845,902,201.3,273.07,822.66,912.29,27.2,7181.88,0.59,11.24,16,1,22
846,903,197.6,267.26,827.22,912.75,32.42,5230.23,0.63,10.38,16,1,23
847,904,202.32,267.67,820.67,910.26,23.85,4854.54,0.59,11.19,16,1,24
848,905,202.69,269.13,824.89,910.57,27.62,5442.26,0.46,12.67,16,1,25
849,906,202.48,268.12,826.76,914.64,19.77,4867.62,0.44,11.1,16,1,26
850,907,202.92,267.56,819.15,914.21,23.61,4162.63,0.5,9.92,16,1,27
851,908,198.18,271.19,821.9,909.16,27.31,4417.34,0.43,14.37,16,1,28
852,909,202.09,272.55,817.17,903.63,26.33,4231.43,0.4,10.01,16,1,29
853,910,198.03,268.94,822.75,907.92,26.9,4215.53,0.38,11.22,16,1,30
854,911,202.56,269.33,818.29,907.68,24.88,7984.39,0.44,14.15,16,1,31
855,912,203.38,272.12,817.53,902.84,27.06,7033.33,0.54,10.78,16,1,32
856,913,200.76,269.52,820.26,909.59,18.07,5914.82,0.51,11.76,16,1,33
857,914,201.59,266.89,816.92,911.22,40.1,4583.19,0.57,14.43,16,1,34
858,915,198.44,271.98,817.12,907.67,25.91,4171.57,0.59,14.6,16,1,35
859,916,202.2,271.24,811.66,902.02,30.89,4247.14,0.53,15.58,16,1,36
860,917,196.68,272.97,814.05,904.83,21.66,4860.02,0.41,12.61,16,1,37
861,918,197.37,270.26,811.38,901.99,16.96,4190.98,0.45,11.08,16,1,38
862,919,200.84,272.86,814.3,901.18,31.88,4447.02,0.38,15.48,16,1,39
863,920,197.05,271.62,816.05,905.23,31.51,4172.37,0.35,11.43,16,1,40
864,921,196.94,270.9,815.01,905.46,29.94,3755.9,0.4,11.96,16,1,41
865,922,203.34,271.26,814.93,902.77,24.22,7214.12,0.54,12.88,16,1,42
866,923,201.9,274.0,810.01,893.61,22.0,6704.76,0.58,12.63,16,1,43
867,924,203.34,268.71,815.19,900.43,21.43,5433.03,0.59,8.41,16,1,44
868,925,199.18,273.47,808.44,894.12,22.36,5495.44,0.5,9.97,16,1,45
869,926,197.57,270.4,815.06,898.55,31.11,4966.51,0.5,10.27,16,1,46
870,927,200.63,268.46,809.33,907.96,20.84,4477.22,0.49,9.42,16,1,47
871,928,198.69,273.05,806.29,900.69,21.86,4560.03,0.45,8.33,16,1,48
872,930,210.79,270.93,804.11,858.09,100.53,4547.47,0.41,3.53,16,1,50
873,931,199.36,269.94,805.73,914.97,17.72,3918.0,0.44,10.41,16,1,51
874,932,198.4,272.12,797.16,915.45,26.38,7139.78,0.58,10.85,16,1,52
875,933,198.9,272.39,796.64,912.12,30.85,6307.32,0.62,10.94,16,1,53
876,934,201.0,271.55,791.57,906.24,28.82,5348.34,0.61,11.31,16,1,54
877,935,204.04,273.27,788.25,902.72,24.93,5469.8,0.57,12.15,17,1,0
878,936,202.39,271.69,787.3,901.64,26.13,5454.47,0.59,10.77,17,1,1
879,937,196.37,271.81,787.07,898.93,21.56,4514.79,0.63,9.58,17,1,2
880,938,203.09,270.05,796.77,899.04,31.41,4080.14,0.6,11.57,17,1,3
881,939,197.13,262.41,793.03,903.54,29.54,3958.1,0.61,12.61,17,1,4
882,940,200.39,267.81,791.26,897.87,28.26,5331.17,0.49,11.43,17,1,5
883,941,202.09,271.5,793.6,896.61,23.49,5543.22,0.44,9.79,17,1,6
884,942,194.76,268.89,793.03,892.87,21.86,4393.47,0.49,10.64,17,1,7
885,943,204.91,265.83,794.42,889.53,22.7,7186.98,0.59,11.76,17,1,8
886,944,201.44,268.17,794.12,889.57,24.41,5340.47,0.75,10.69,17,1,9
887,945,199.5,269.15,795.83,888.61,32.82,5824.67,0.64,12.35,17,1,10
888,946,197.69,259.16,821.33,888.91,27.79,2755.37,0.92,13.89,17,1,11
889,948,215.99,264.48,796.06,855.56,75.7,4737.55,0.56,4.35,17,1,13
890,949,198.96,263.03,796.61,890.23,24.08,3884.66,0.59,15.96,17,1,14
891,950,194.37,268.67,795.7,887.45,25.76,3937.22,0.56,14.67,17,1,15
892,951,196.12,265.91,798.18,886.94,24.58,4147.01,0.52,14.37,17,1,16
893,952,200.7,269.55,800.37,892.39,26.44,4386.11,0.46,13.23,17,1,17
894,953,198.81,269.54,794.61,887.67,23.2,7964.03,0.66,14.63,17,1,18
895,954,201.41,267.78,802.19,893.49,23.13,5484.91,0.72,14.72,17,1,19
896,955,201.79,258.43,788.52,891.85,20.45,4764.04,0.7,11.38,17,1,20
897,956,197.55,263.47,795.92,891.78,23.82,4831.21,0.63,9.62,17,1,21
898,957,199.35,261.23,789.91,904.07,26.85,4271.47,0.64,10.93,17,1,22
899,958,198.33,270.07,784.97,896.5,26.29,5231.68,0.53,9.99,17,1,23
900,959,202.21,269.28,785.14,903.55,18.9,4817.19,0.5,13.44,17,1,24
901,960,202.22,269.08,779.68,900.2,21.63,5105.89,0.47,11.9,17,1,25
902,961,201.81,268.32,787.46,900.6,27.88,4617.12,0.48,14.35,17,1,26
903,962,201.99,269.34,782.86,896.66,30.35,4005.07,0.49,10.55,17,1,27
904,963,199.38,269.74,786.85,890.91,22.12,7025.5,0.54,9.77,17,1,28
905,964,200.94,268.48,788.24,884.44,27.42,5588.76,0.7,11.72,17,1,29
906,965,198.02,269.12,788.52,885.98,27.33,5891.68,0.61,11.48,17,1,30
907,966,199.27,267.25,787.1,886.52,32.39,5584.57,0.66,14.68,17,1,31
908,967,198.97,264.97,782.06,888.28,31.2,4030.92,0.75,12.37,17,1,32
909,968,197.31,267.79,780.98,886.72,32.53,4110.17,0.69,12.23,17,1,33
910,969,200.48,270.5,783.78,886.02,32.75,4184.77,0.67,13.02,17,1,34
911,970,191.63,269.13,783.15,886.89,29.9,4219.51,0.63,13.18,17,1,35
912,971,200.82,272.19,782.97,885.72,22.14,4688.35,0.59,15.63,17,1,36
913,972,200.7,270.93,783.18,886.58,27.45,4045.65,0.62,15.29,17,1,37
914,973,197.87,269.73,783.35,881.19,28.36,5556.57,0.77,15.5,17,1,38
915,974,195.34,264.66,782.89,881.23,29.29,5867.74,0.79,13.69,17,1,39
916,975,200.5,264.53,782.18,880.98,23.69,5379.96,0.74,12.48,17,1,40
917,976,195.37,267.01,784.44,878.46,26.79,5077.76,0.68,14.69,17,1,41
918,977,199.1,270.06,785.19,879.41,25.87,5466.4,0.62,16.27,17,1,42
919,978,199.86,261.81,786.16,878.33,23.92,3254.34,0.79,12.8,17,1,43
920,979,198.92,261.46,786.35,878.63,26.86,2814.01,0.83,14.46,17,1,44
921,980,199.4,262.28,788.91,879.19,29.74,2907.82,0.79,15.28,17,1,45
922,981,195.91,271.73,786.46,878.74,30.17,4202.43,0.61,18.3,17,1,46
923,982,199.03,270.06,789.71,877.99,27.39,3968.99,0.61,14.96,17,1,47
924,983,198.66,266.58,792.09,879.89,25.74,4075.24,0.57,16.69,17,1,48
925,984,200.44,265.37,787.33,880.05,26.65,3785.71,0.6,14.24,17,1,49
926,985,192.87,268.1,791.72,880.41,24.38,4115.19,0.52,12.44,17,1,50
927,986,199.93,269.09,791.6,879.84,24.54,3182.01,0.63,12.15,17,1,51
928,987,201.18,269.16,790.54,880.07,27.88,3206.47,0.6,12.68,17,1,52
929,988,196.96,258.74,791.04,883.7,34.55,3906.68,0.83,9.73,17,1,53
930,989,199.45,260.17,791.71,883.83,26.99,3996.8,0.9,12.06,17,1,54
931,990,199.7,258.05,792.57,883.53,22.11,3109.19,0.93,12.86,18,1,0
932,991,198.54,258.39,790.61,879.07,23.28,3109.48,0.88,13.76,18,1,1
933,992,193.05,259.66,794.49,878.31,22.11,2983.23,0.86,11.13,18,1,2
934,993,194.11,260.43,794.8,882.12,27.67,3550.89,1.04,13.28,18,1,3
935,994,198.27,261.93,793.35,879.88,22.52,3532.6,0.96,12.55,18,1,4
936,995,198.92,258.09,791.7,878.77,21.54,3665.59,0.88,13.97,18,1,5
937,996,196.0,257.93,792.57,881.32,27.33,2894.56,0.9,15.89,18,1,6
938,997,193.97,257.57,793.95,880.64,30.69,2800.29,0.87,12.24,18,1,7
939,998,191.91,259.73,794.45,881.25,32.87,2674.16,0.85,13.29,18,1,8
940,999,192.07,257.82,795.32,880.99,28.65,2703.28,0.82,12.52,18,1,9
941,1000,197.19,258.91,797.56,884.79,26.78,2722.29,0.79,16.11,18,1,10
942,1001,198.09,256.12,797.89,885.36,25.74,2762.68,0.77,15.95,18,1,11
943,1002,193.46,256.21,798.32,883.08,19.99,2462.55,0.8,13.26,18,1,12
944,1003,190.71,256.53,798.57,883.8,30.32,3147.67,0.92,12.33,18,1,13
945,1004,191.66,259.58,797.74,884.69,33.4,2880.0,1.01,12.31,18,1,14
946,1005,194.77,255.48,799.38,883.88,34.85,2788.7,0.94,13.45,18,1,15
947,1006,196.64,257.92,800.59,887.72,25.89,2708.46,0.9,13.53,18,1,16
948,1007,195.97,257.84,800.81,887.16,28.0,3047.08,0.82,16.62,18,1,17
949,1008,193.1,258.27,803.21,888.71,25.37,2869.34,0.77,16.75,18,1,18
950,1009,191.68,254.36,803.43,889.36,27.13,2402.16,0.86,11.31,18,1,19
951,1010,190.94,255.95,800.95,889.15,32.74,2280.76,0.85,14.46,18,1,20
952,1011,197.69,259.94,801.04,887.17,29.85,2281.95,0.83,12.3,18,1,21
953,1012,194.79,259.32,803.15,890.81,27.73,2293.03,0.8,15.53,18,1,22
954,1013,196.46,259.07,805.03,891.15,27.15,3461.41,0.99,16.54,18,1,23
955,1014,195.59,258.61,804.29,891.19,22.34,2634.08,1.02,16.86,18,1,24
956,1015,196.18,257.62,804.71,888.52,26.22,2513.69,0.96,12.47,18,1,25
957,1016,197.28,258.75,805.09,887.51,30.24,2473.51,0.92,14.23,18,1,26
958,1017,193.61,255.7,804.65,889.06,27.23,2139.33,0.95,13.17,18,1,27
959,1018,198.7,255.5,806.68,888.98,22.61,2198.48,0.9,14.86,18,1,28
960,1019,197.23,254.7,809.47,890.23,23.43,2460.31,0.83,19.84,18,1,29
961,1020,198.38,256.6,811.11,893.5,24.94,2113.18,0.87,18.78,18,1,30
962,1021,196.84,257.67,809.76,890.99,20.74,1888.19,0.91,16.03,18,1,31
963,1022,196.0,257.6,807.97,890.14,22.3,1823.2,0.91,14.82,18,1,32
964,1023,197.21,255.54,809.9,890.87,24.42,2474.21,0.98,15.25,18,1,33
965,1024,195.55,258.93,812.21,893.29,22.48,2291.33,1.06,16.53,18,1,34
966,1025,196.0,257.67,812.05,897.27,24.94,2368.07,0.99,17.3,18,1,35
967,1026,195.05,249.94,811.22,898.53,19.79,1887.62,1.16,17.65,18,1,36
968,1027,197.1,250.47,809.39,892.32,20.17,1773.7,1.16,19.47,18,1,37
969,1028,191.32,251.62,812.11,893.18,26.6,1924.49,1.07,12.66,18,1,38
970,1029,196.71,251.28,812.63,893.6,25.94,1916.23,1.05,19.83,18,1,39
971,1030,195.44,251.06,812.77,895.71,26.58,1919.43,0.97,20.29,18,1,40
972,1031,195.99,251.35,813.43,895.81,23.13,2004.44,0.96,22.4,18,1,41
973,1032,193.94,250.82,814.19,898.98,24.02,1774.89,1.0,21.01,18,1,42
974,1033,196.85,251.27,813.45,897.36,28.4,2521.13,0.83,26.59,18,1,43
975,1034,195.15,252.78,813.79,897.22,29.98,3091.42,1.03,16.23,18,1,44
976,1035,191.6,253.34,815.67,898.62,25.12,2873.75,1.01,15.11,18,1,45
977,1036,191.9,260.1,815.66,898.38,24.12,2537.68,0.98,20.38,18,1,46
978,1037,196.45,259.06,817.11,900.29,25.18,2914.09,0.82,22.44,18,1,47
979,1038,196.95,256.08,817.23,901.37,24.25,2601.72,0.88,21.63,18,1,48
980,1039,196.19,256.57,819.75,899.94,23.9,2349.82,0.89,20.48,18,1,49
981,1040,197.49,251.39,818.85,900.46,22.58,1511.73,1.11,21.81,18,1,50
982,1041,196.11,251.84,818.26,899.62,21.47,1348.71,1.17,21.15,18,1,51
983,1042,195.83,248.25,818.27,902.07,24.41,1252.01,1.19,22.52,18,1,52
984,1043,195.58,247.42,819.94,900.43,21.78,1367.15,1.09,18.82,18,1,53
985,1044,194.03,254.23,820.67,903.72,19.06,1707.75,0.95,21.8,18,1,54
986,1045,196.93,258.25,821.8,900.93,23.25,2125.58,1.05,22.59,19,1,0
987,1046,196.14,253.29,823.22,902.13,22.74,1794.01,1.28,23.75,19,1,1
988,1047,196.43,252.2,823.81,903.71,20.64,1835.7,1.15,16.87,19,1,2
989,1048,192.85,249.62,824.0,900.63,22.91,1753.88,1.12,21.07,19,1,3
990,1049,195.43,248.92,824.43,903.96,22.49,1887.17,1.04,19.68,19,1,4
991,1050,196.14,249.84,825.3,908.01,19.04,1989.62,0.97,21.08,19,1,5
992,1051,194.96,255.17,824.79,907.44,21.58,2176.83,0.9,23.35,19,1,6
993,1052,195.96,248.41,825.33,908.91,25.32,1642.0,1.01,21.7,19,1,7
994,1053,195.97,248.15,825.0,907.65,19.21,1543.32,1.02,16.34,19,1,8
995,1054,192.08,253.35,825.6,907.19,14.95,2179.4,1.07,18.62,19,1,9
996,1055,195.99,248.66,827.83,909.04,16.5,2125.87,1.06,22.24,19,1,10
997,1056,193.09,249.02,829.89,908.5,19.92,1993.54,1.08,25.39,19,1,11
998,1057,193.74,256.99,831.33,909.83,21.89,2892.45,0.82,25.21,19,1,12
999,1058,194.94,248.79,830.16,910.35,21.01,1317.31,1.29,22.54,19,1,13
1000,1059,196.29,250.73,830.62,909.33,20.8,1259.46,1.28,18.29,19,1,14
1001,1060,196.94,251.46,832.51,911.72,15.34,1254.27,1.25,23.87,19,1,15
1002,1061,194.16,259.78,833.2,912.58,17.64,1115.96,1.29,22.34,19,1,16
1003,1062,196.2,251.0,833.36,913.26,15.42,1373.49,1.13,23.59,19,1,17
1004,1063,196.17,258.48,833.79,914.21,16.96,2058.49,0.85,22.2,19,1,18
1005,1064,188.49,258.51,835.25,913.36,18.82,2459.48,1.09,18.13,19,1,19
1006,1065,193.98,259.6,835.07,913.27,19.23,2543.13,0.99,22.76,19,1,20
1007,1066,194.06,259.9,835.98,915.09,17.29,2739.82,0.87,28.66,19,1,21
1008,1067,191.19,259.33,836.36,916.85,14.72,2492.75,0.86,27.29,19,1,22
1009,1068,191.97,254.83,835.42,916.17,13.29,2104.66,0.92,23.51,19,1,23
1010,1069,194.21,254.09,837.1,915.05,15.3,1932.75,0.94,23.56,19,1,24
1011,1070,193.71,249.41,837.88,915.47,16.66,1762.71,0.96,20.46,19,1,25
1012,1071,193.82,255.6,837.47,917.84,17.82,1698.07,0.96,20.43,19,1,26
1013,1072,194.87,254.4,837.85,917.22,15.6,1740.5,0.92,23.15,19,1,27
1014,1073,194.31,255.83,838.0,916.22,20.76,1827.83,0.88,23.34,19,1,28
1015,1074,194.19,251.56,839.63,916.7,17.99,1383.73,1.04,23.82,19,1,29
1016,1075,194.63,249.39,842.41,916.07,19.23,1674.57,1.29,23.84,19,1,30
1017,1076,193.96,249.01,842.61,917.96,17.71,1225.01,1.47,24.08,19,1,31
1018,1077,194.07,248.44,842.58,917.33,18.15,1171.49,1.4,18.85,19,1,32
1019,1078,192.87,254.86,842.59,918.09,16.26,1532.95,1.17,22.5,19,1,33
1020,1079,196.71,253.55,843.97,918.47,18.52,1576.26,1.12,19.58,19,1,34
1021,1080,196.67,253.63,843.64,919.5,15.66,1470.83,1.12,17.37,19,1,35
1022,1081,195.62,253.65,843.5,919.45,16.37,1468.5,1.09,19.7,19,1,36
1023,1082,196.38,252.23,843.08,921.3,16.91,1230.74,1.18,21.98,19,1,37
1024,1083,192.35,248.7,843.81,920.65,15.6,1115.59,1.21,16.47,19,1,38
1025,1084,195.48,253.74,844.47,922.69,18.31,1128.07,1.18,20.58,19,1,39
1026,1085,193.38,253.02,845.13,924.12,15.12,1961.31,1.27,21.85,19,1,40
1027,1086,194.75,247.46,843.99,923.17,16.78,1455.18,1.37,24.52,19,1,41
1028,1087,195.07,247.23,843.02,921.22,18.75,1703.4,1.19,23.01,19,1,42
1029,1088,193.57,245.36,844.86,924.45,20.94,1286.62,1.3,19.24,19,1,43
1030,1089,194.06,247.74,846.25,924.84,21.08,1352.38,1.22,18.26,19,1,44
1031,1090,193.69,247.24,846.67,925.57,18.38,1568.31,1.09,16.21,19,1,45
1032,1091,194.87,248.12,845.16,926.11,14.34,1822.36,0.99,26.83,19,1,46
1033,1092,193.24,251.03,846.39,925.67,17.83,1634.79,1.02,25.3,19,1,47
1034,1093,186.89,247.88,848.47,925.68,17.38,1378.45,1.1,22.66,19,1,48
1035,1094,191.51,246.87,849.55,927.82,17.83,1389.1,1.07,21.12,19,1,49
1036,1095,192.98,244.99,849.54,925.72,17.12,1810.04,1.14,19.75,19,1,50
1037,1096,194.2,246.08,847.81,924.49,17.94,1502.63,1.32,22.26,19,1,51
1038,1097,192.34,247.09,849.52,923.41,16.9,1941.11,1.09,23.4,19,1,52
